,Timestep,Status,Obj,P Feed In,P Feed Out,P Local Gen,P Local Dem,Q Feed In,Q Feed Out,Q Local Gen,Q Local Dem,FT,GT,Surplus,Spot,Shadow Price 0,Shadow Price 1,Shadow Price 2,Shadow Price 3,Shadow Price 4,Shadow Price 5,Shadow Price 6,Shadow Price 7,Shadow Price 8,Shadow Price 9,Shadow Price 10,Shadow Price 11,Shadow Price 12,Shadow Price 13,Shadow Price 14,Shadow Price 15,B_min1,Bat_SOC[1],B_max1,u_bat1,u_load1,GenP[1],B_min2,Bat_SOC[2],B_max2,u_bat2,u_load2,GenP[2],B_min3,Bat_SOC[3],B_max3,u_bat3,u_load3,GenP[3],B_min4,Bat_SOC[4],B_max4,u_bat4,u_load4,GenP[4],B_min6,Bat_SOC[6],B_max6,u_bat6,u_load6,GenP[6],GenP[7],B_min8,Bat_SOC[8],B_max8,u_bat8,u_load8,GenP[8],B_min11,Bat_SOC[11],B_max11,u_bat11,u_load11,GenP[11],GenP[12],B_min13,Bat_SOC[13],B_max13,u_bat13,u_load13,GenP[13],GenQ[1],GenQ[2],GenQ[3],GenQ[4],GenQ[6],GenQ[7],GenQ[8],GenQ[11],GenQ[12],GenQ[13],FloP[1],FloP[2],FloP[3],FloP[4],FloP[5],FloP[6],FloP[7],FloP[8],FloP[9],FloP[10],FloP[11],FloP[12],FloP[13],FloP[14],FloP[15],FloQ[1],FloQ[2],FloQ[3],FloQ[4],FloQ[5],FloQ[6],FloQ[7],FloQ[8],FloQ[9],FloQ[10],FloQ[11],FloQ[12],FloQ[13],FloQ[14],FloQ[15],Balance N0,Balance N1,Balance N2,Balance N3,Balance N4,Balance N5,Balance N6,Balance N7,Balance N8,Balance N9,Balance N10,Balance N11,Balance N12,Balance N13,Balance N14,Balance N15
0,2013-11-01 00:00:00,optimal,-5.560001418101094,-1.9713594776002693e-13,0.10406474422157479,0.10822982421709142,0.004165080000000001,1.314145771506171,1.3120632315035907,-2.5981411632502895e-12,0.0020825400000000003,64.14682420276118,84.06027979723883,8.716628113747404e-11,74.10355200000001,64.14682420289023,64.14682420288936,64.14682420289395,64.14682420289353,64.1468242028986,64.14682420290382,64.1468242029045,64.1468242029057,64.14682420291298,64.1468242029123,64.14682420292203,64.14682420292536,64.14682420292311,64.14682420289147,64.14682420290977,64.14682420290984,0.00122,0.01866999999774242,0.055510000000000004,-9.847581737120383e-13,9.65182020819943e-13,0.010000000001215363,0.00504,0.011319999998380894,0.04816,-9.228475474487454e-13,9.021524234445357e-13,0.015000000000626922,0.014000000000000002,0.01919999999886252,0.06440000000000001,-8.388219845193833e-13,8.208662723775149e-13,0.020000000000239614,0.009179999999999999,0.018559999998931362,0.047939999999999997,-7.030258165882206e-13,6.942206268008688e-13,0.010000000000363387,0.00043,0.007069999998369876,0.04214,-9.185792116782464e-13,9.021928814531023e-13,0.014000000000660347,0.0016323857708050483,0.0082,0.008199999999611346,0.03321,-1.9186564055461914e-13,7.45089994771933e-14,0.012709999999888776,0.00064,0.02099999999845822,0.06336,-8.881098842454243e-13,8.709558508670225e-13,0.011000000000600467,0.002887438435444773,0.007140000000000001,0.011679999998145736,0.038220000000000004,-8.184344532906487e-13,8.093067532666765e-13,0.011000000001033527,-1.1931671456255707e-13,-2.2454617256173164e-13,-1.8804217189800454e-13,-1.923744008637359e-13,-1.9049436746090132e-13,-1.945907930045979e-13,-1.885300618983317e-13,-1.8722416080776226e-13,-1.857292219761805e-13,-1.3032331528954887e-13,-0.1040647442218313,-0.08417543221618332,-0.06945310421471369,-0.04973077621371225,-0.014799369773549276,-0.015077041772191635,-0.0013547137706877445,-0.012432327999904505,-0.025209078439163937,-0.013054422437976916,-0.0133320944367392,-0.0026097664353268136,-0.010166984003526789,0.0005553439982566508,0.0002776719992630681,0.002082540002580204,0.0015271960020993818,0.0013883600018753464,0.0012495240016882263,0.0004165080005691311,0.0002776720003812364,0.0001388360001926366,0.00013883600018649121,0.000694180000928408,0.0004165080005533964,0.0002776720003683655,0.00013883600018340994,0.0004165080003615417,0.0002776720002309069,0.00013883600011193583,-6.675422853312741,0.6236564651987124,0.9443905861713737,1.2651247071557663,0.6236564651266795,-0.01781177687545128,0.8802437619706303,0.08690058610106596,0.7974943586463148,-0.017811776880253215,-0.017811776883101278,0.6878032893561147,0.16740822874507932,0.6878032893799396,-0.017811776897837434,-0.017811776915126008
1,2013-11-01 01:00:00,optimal,-3.4223543851516824,-4.3358789589810613e-13,0.10434287555149657,0.10778637304609132,0.0034434975000000017,1.1815704921828107,1.1798487434306573,-2.193246145466671e-12,0.0017217487500000008,43.44653426996118,63.359989864438816,4.1449243343150144e-11,53.4032620672,43.44653427003883,43.44653427003718,43.44653427004024,43.44653427001952,43.44653426999077,43.446534269999795,43.44653427000331,43.446534270002616,43.4465342699914,43.44653426999307,43.44653427000198,43.44653427000642,43.44653427001109,43.4465342700378,43.44653427005456,43.44653427006099,0.00122,0.01866999999813866,0.055510000000000004,-9.628504096307545e-13,9.58496717957952e-13,0.010000000000888212,0.00504,0.01131999999791956,0.04816,-9.335441251740693e-13,9.220713191439733e-13,0.015000000001092181,0.014000000000000002,0.019199999998885824,0.06440000000000001,-9.53251242250292e-13,9.410805728934396e-13,0.02000000000009912,0.009179999999999999,0.01855999999836349,0.047939999999999997,-8.953296344324144e-13,8.939432714184416e-13,0.010000000000738581,0.00043,0.007069999997983045,0.04214,-8.465081596630325e-13,8.396784999944894e-13,0.014000000001125407,0.0013832248509505695,0.0082,0.00819999999993407,0.03321,-7.813758532739646e-13,5.497631164238089e-13,0.012709999998610902,0.00064,0.02099999999926086,0.06336,-9.2855313566938e-13,9.27192326435192e-13,0.010999999999809341,0.0026931481856458514,0.007140000000000001,0.011679999998131503,0.038220000000000004,-7.634406808537158e-13,7.606576553534494e-13,0.011000000001102744,-1.2577666853469988e-13,-2.2499622081594506e-13,-1.9866831026286859e-13,-1.6146715423318674e-13,-1.316658375027983e-13,-1.3156262470488739e-13,-1.22426720283493e-13,-1.2443545231723574e-13,-1.2312503850121061e-13,-1.4871633636768522e-13,-0.10434287555197239,-0.08426114154639866,-0.06949070804442664,-0.04972027454342806,-0.014694525354143333,-0.014924091852792695,-0.0011536583508686134,-0.012480433499119922,-0.025255315687692972,-0.013004448687361819,-0.013234015186259012,-0.0024635816855635355,-0.010311300503769176,0.000459132998052051,0.0002295664990528322,0.0017217487521533693,0.0012626157515845525,0.0011478325013609362,0.0010330492511645044,0.00034434975039157275,0.00022956650025554313,0.00011478325012768225,0.0001147832501183814,0.0005739162506150369,0.000344349750362634,0.0002295665002388532,0.00011478325011873611,0.00034434975044355135,0.0002295665002950427,0.00011478325014372952,-4.5333363185013305,0.4244914739711185,0.6417241453285919,0.8589568166364668,0.42449147396181297,-0.009973868747264358,0.598277611056417,0.0501224570804904,0.5422315817262245,-0.009973868753334444,-0.009973868758029377,0.4679380081929241,0.10703408613245251,0.4679380082418826,-0.009973868762327783,-0.009973868764645526
2,2013-11-01 02:00:00,optimal,-1.5793714994506642,-1.7201199396897696e-13,0.10403504962619592,0.10716297712485531,0.003127927500000001,0.9864652752353846,0.9849013114851077,-2.8825525879648366e-13,0.0015639637500000005,25.80007220276118,45.71352779723882,1.7542832637940098e-11,35.7568,25.800072202775613,25.800072202775187,25.800072202775603,25.8000722027667,25.800072202755082,25.800072202754702,25.800072202754155,25.80007220275455,25.8000722027505,25.80007220275121,25.8000722027504,25.800072202748773,25.80007220274793,25.800072202775176,25.800072202776587,25.80007220277759,0.00122,0.018669999999400288,0.055510000000000004,-3.312090025718032e-13,3.2406793060475547e-13,0.010000000000262903,0.00504,0.011319999999507942,0.04816,-3.239724000232786e-13,3.170784201494806e-13,0.015000000000164904,0.014000000000000002,0.019199999999580525,0.06440000000000001,-3.2764931594322607e-13,3.2072350362957414e-13,0.020000000000087097,0.009179999999999999,0.018559999999807605,0.047939999999999997,-2.475792755058474e-13,2.407068863146453e-13,0.009999999999939368,0.00043,0.007069999999632506,0.04214,-3.072391398940214e-13,3.0145764801861013e-13,0.014000000000059704,0.0011899319194416723,0.0082,0.008199999999647456,0.03321,-4.1204676924165856e-14,9.179277370505249e-14,0.012710000000485723,0.00064,0.020999999999311715,0.06336,-3.1609293019277785e-13,3.1019728024285346e-13,0.011000000000369973,0.002263045201857561,0.007140000000000001,0.011679999999485515,0.038220000000000004,-2.9280789844017187e-13,2.8652282330125445e-13,0.011000000000221152,-2.006222076691397e-14,-3.7138320475706255e-14,-3.2110332547133885e-14,-2.6557349406420574e-14,-1.7794550116080094e-14,-1.6478396080741407e-14,-1.0771881401907775e-14,-6.529023313703771e-15,-5.889955402903886e-15,-2.3111925327719413e-14,-0.10403504962639784,-0.08386916362499218,-0.06907769212454008,-0.04928622062416195,-0.0145643464200997,-0.014772874919714594,-0.0009814034193828401,-0.012501471500548193,-0.024930402703911603,-0.01263745970291676,-0.012845988202449924,-0.0020545167017990366,-0.01037441450084858,0.00041705699962920755,0.0002085284998225704,0.001563963750276925,0.001146906750182057,0.0010426425001453649,0.0009383782501139198,0.00031279275005168867,0.00020852850003221456,0.00010426425001544245,0.00010426425000969578,0.0005213212500366767,0.0003127927500168272,0.00020852850001019344,0.0001042642500047724,0.0003127927500750127,0.00020852850005208118,0.00010426425002558941,-2.6841117919796367,0.25262067168656355,0.3816210326977329,0.5106213937096976,0.2526206716760656,-0.005380050344882738,0.35582096049184014,0.025320279081646028,0.32253886735584153,-0.005380050343299005,-0.005380050342779311,0.2784207438917437,0.05300667924973349,0.2784207438872933,-0.005380050349803897,-0.005380050350213776
3,2013-11-01 03:00:00,optimal,-1.7500313204007856,-1.0244306153715614e-12,0.1035698056210011,0.10651298561153828,0.0029431799999999997,1.0243353151269472,1.0228637251237893,-3.1880393169517962e-12,0.0014715899999999998,27.500934269961185,47.414389864438824,3.789062379827568e-11,37.457662067200005,27.500934270061446,27.500934270059123,27.50093427006201,27.500934270042226,27.5009342700221,27.5009342700196,27.500934270016067,27.50093427001795,27.500934270024874,27.500934270026946,27.500934270027514,27.500934270022665,27.500934270017236,27.50093427005873,27.500934270066722,27.500934270071806,0.00122,0.018669999997345334,0.055510000000000004,-1.3892336268457883e-12,1.3843914537322053e-12,0.010000000001238588,0.00504,0.011319999997438776,0.04816,-1.5967267894158286e-12,1.590500153848532e-12,0.015000000000925351,0.014000000000000002,0.019199999997994623,0.06440000000000001,-1.5805438903674839e-12,1.5770366653998987e-12,0.020000000000394435,0.009179999999999999,0.018559999997203227,0.047939999999999997,-1.822891312899315e-12,1.8256558353633635e-12,0.01000000000097143,0.00043,0.007069999997377057,0.04214,-1.6420952178941533e-12,1.6393485835917645e-12,0.014000000000944562,0.001205291124491534,0.0082,0.008199999998826576,0.03321,-6.477037141826138e-13,6.673010491266856e-13,0.01271000000060812,0.00064,0.020999999997085173,0.06336,-1.5691588028675673e-12,1.5699488627242626e-12,0.011000000001331094,0.0015976944712573632,0.007140000000000001,0.011679999997409972,0.038220000000000004,-1.6104346068884165e-12,1.610867554633871e-12,0.011000000000979834,-1.4966926162272554e-13,-2.8481455715051946e-13,-2.60644513199981e-13,-2.7552316383405874e-13,-2.2450807005667404e-13,-2.1941156413579739e-13,-2.1579563727371226e-13,-1.9169340022651545e-13,-1.862542262243365e-13,-1.6445005560242192e-13,-0.10356980562208637,-0.08335465361433088,-0.06855086561187586,-0.048747077609964565,-0.01461665512863472,-0.014812867126897682,-0.0010090791243730067,-0.012513788001216058,-0.024326634478592152,-0.012009058475674406,-0.012205270473980713,-0.0014014824711389752,-0.010411364005193309,0.0003924239973366224,0.000196211998893718,0.0014715900031578224,0.001079166002485078,0.0009810600022014289,0.0008829540019425127,0.00029431800067634224,0.0001962120004384168,9.810600021664021e-05,9.810600021279748e-05,0.0004905300009933347,0.0002943180005665733,0.00019621200037168545,9.810600018310964e-05,0.00029431800052355197,0.00019621200035941784,9.81060001772733e-05,-2.8482664167743645,0.2696133294577515,0.4071180008051127,0.5446226721404489,0.26961332946253963,-0.005396013263964224,0.3796170665369229,0.02775061867593283,0.344140861292559,-0.005396013264930923,-0.005396013265150823,0.29711426373546,0.03854207732269202,0.29711426372692534,-0.005396013268825505,-0.005396013281217916
4,2013-11-01 04:00:00,optimal,-3.3293434811212594,-3.7807476184804324e-13,0.10328827018565252,0.10621822018083049,0.0029299500000000006,1.1765656823687811,1.1751007073672042,-1.616284769457893e-12,0.0014649750000000003,42.83770516916118,62.75116076363882,2.947882216108866e-11,52.7944329664,42.837705169221636,42.83770516922027,42.83770516922263,42.83770516919959,42.83770516916718,42.837705169173404,42.83770516917547,42.83770516917447,42.83770516916571,42.83770516916757,42.83770516917427,42.837705169177305,42.8377051691809,42.837705169220754,42.83770516923311,42.83770516923782,0.00122,0.018669999998329852,0.055510000000000004,-8.174044270692667e-13,8.186938263028917e-13,0.010000000000844073,0.00504,0.01131999999819173,0.04816,-8.128973168861173e-13,8.08295402006807e-13,0.015000000000951025,0.014000000000000002,0.01919999999901148,0.06440000000000001,-8.32905939306751e-13,8.2800107945874e-13,0.02000000000010651,0.009179999999999999,0.018559999998635467,0.047939999999999997,-7.467878757868895e-13,7.504712154173236e-13,0.01000000000061521,0.00043,0.0070699999982537,0.04214,-7.419759667777143e-13,7.411421847574937e-13,0.01400000000096608,0.0011817800216428413,0.0082,0.008199999999975035,0.03321,-7.161282885621814e-13,5.151046752926475e-13,0.012709999998712652,0.00064,0.020999999999250934,0.06336,-7.914241290196659e-13,7.953708762447318e-13,0.01099999999995637,0.0013264401508798096,0.007140000000000001,0.011679999998440134,0.038220000000000004,-6.28817036254557e-13,6.311899067942708e-13,0.011000000000928442,-9.41324711786827e-14,-1.6886534715237446e-13,-1.4580244767061749e-13,-1.166470146731314e-13,-9.683458525925843e-14,-9.724620570069507e-14,-8.93632720092364e-14,-9.185580935491712e-14,-9.109374104053196e-14,-1.1075018098174147e-13,-0.10328827018606128,-0.08306959018120015,-0.06826492017947151,-0.04846025017856711,-0.014595790024457322,-0.014791120023261802,-0.0009864500215840213,-0.012514669999198525,-0.024059790152773385,-0.011740450152510606,-0.011935780151542957,-0.001131110150820696,-0.010414010003229002,0.00039065999829998414,0.00019532999916204065,0.0014649750015768433,0.0010743150011557603,0.0009766500009882875,0.00087898500084471,0.000292995000284883,0.00019533000018657988,9.766500009346131e-05,9.766500008542895e-05,0.0004883250004466919,0.0002929950002645838,0.00019533000017459812,9.766500008689008e-05,0.0002929950003275119,0.00019533000021709358,9.766500010542181e-05,-4.4246324656680835,0.42000956281274143,0.6341980886629858,0.8483866144737608,0.4200095628000149,-0.008367488896971474,0.5913603834915323,0.04225725519130833,0.5360997437170218,-0.008367488902605701,-0.008367488906731778,0.46284726794293674,0.04845416315730308,0.46284726797754494,-0.008367488911127586,-0.008367488912151274
5,2013-11-01 05:00:00,optimal,-3.8500710298985523,-6.155242281178034e-13,0.10316816209705675,0.10667255208793572,0.0035043899999999987,1.202310252654914,1.2005580576504986,-4.423934323395943e-12,0.0017521949999999994,47.97895316916118,67.89240876363883,5.825835820705283e-11,57.9356809664,47.97895316931533,47.97895316931272,47.97895316931912,47.97895316932778,47.9789531693429,47.97895316935955,47.978953169366406,47.97895316936612,47.9789531693625,47.97895316936243,47.978953169383914,47.97895316939763,47.978953169408996,47.978953169313804,47.978953169340876,47.978953169351186,0.00122,0.01866999999634164,0.055510000000000004,-1.6200915025937689e-12,1.6189200692667673e-12,0.010000000002004726,0.00504,0.011319999997202571,0.04816,-1.4509147639072394e-12,1.444672497118612e-12,0.01500000000127929,0.014000000000000002,0.019199999998438456,0.06440000000000001,-1.4763613919591616e-12,1.4687956528461139e-12,0.020000000000009496,0.009179999999999999,0.018559999997721344,0.047939999999999997,-1.3832627021342137e-12,1.388139702582541e-12,0.010000000000893586,0.00043,0.007069999997310174,0.04214,-1.3613522752413212e-12,1.3601407767817724e-12,0.01400000000127406,0.0013469612710828181,0.0082,0.008199999999704959,0.03321,-9.604535059788718e-13,6.456167358110878e-13,0.012709999998409102,0.00064,0.02099999999759037,0.06336,-1.5957358235186702e-12,1.6009200554756572e-12,0.011000000000811787,0.001615590801193576,0.007140000000000001,0.011679999996911609,0.038220000000000004,-1.4191785387146372e-12,1.4235849234334705e-12,0.011000000001667497,-2.2793744907530167e-13,-4.2768481089919337e-13,-3.9795331010802634e-13,-3.40949495791583e-13,-2.7487797975717414e-13,-2.7310840771708885e-13,-2.7649247874765327e-13,-2.979817984132394e-13,-3.0066778541112677e-13,-2.5408273666951847e-13,-0.10316816209772497,-0.08310266608791869,-0.06833629208524748,-0.04856991808382168,-0.014646083275512088,-0.01487970927355934,-0.0011133352709777227,-0.012476373999002269,-0.02415746080608005,-0.01191471280518468,-0.012148338803446372,-0.0013819648010868148,-0.010299122006235263,0.0004672519968031693,0.00023362599857998893,0.0017521950044156853,0.0012849430034660532,0.0011681300030384099,0.0010513170026407708,0.00035043900083877916,0.00023362600054567683,0.00011681300027192145,0.00011681300027515947,0.0005840650014619146,0.00035043900088793764,0.00023362600059500765,0.0001168130002987955,0.0003504390007213857,0.0002336260004664515,0.00011681300022339787,-4.949900417848551,0.4685804009538776,0.7084751667572884,0.9483699325440992,0.4685804008894936,-0.01120913081440793,0.6604962135836663,0.05341666083302952,0.5986033638235098,-0.011209130817269704,-0.011209130824656079,0.5165593540650933,0.06630522447810876,0.5165593540976411,-0.01120913082278249,-0.011209130839882524
6,2013-11-01 06:00:00,optimal,-5.529054129635534,-3.0813091212461006e-10,0.10137200020998707,0.10688676756236427,0.005518304999999999,1.2805228563769289,1.2777637038769578,9.611548658131255e-15,0.0027591524999999997,65.41280626996118,85.32626186443883,-1.530018497460095e-06,75.36953406720001,65.41280627028652,65.4128062702804,65.41280627027479,65.41280626997263,65.41280626953137,65.4128062695004,65.41280626947645,65.41280626945945,65.41280626940896,65.41280626943856,65.41280626941796,65.41280626939037,65.41280626938538,65.41280627027975,65.41280627028537,65.41280627028733,0.00122,0.018670000228174208,0.055510000000000004,1.0858695173867131e-09,4.427885433213493e-07,0.010000000857685182,0.00504,0.011320000362314018,0.04816,1.217950715742197e-09,4.425243800046109e-07,0.015000000855625738,0.014000000000000002,0.019200000425709147,0.06440000000000001,1.2792638222253076e-09,4.424017536278375e-07,0.020000000853543604,0.009179999999999999,0.01856000016838805,0.047939999999999997,1.026053305987308e-09,4.4290818290913974e-07,0.010000000857662256,0.00043,0.007070000530318224,0.04214,1.3863714543323372e-09,4.4218753864661223e-07,0.014000000856042529,0.0012848901694615187,0.0082,0.00819999914334124,0.03321,1.4396693570442893e-08,4.1702605804561655e-07,0.012710016110402306,0.00064,0.021000000533682096,0.06336,1.3909287628462161e-09,4.4217842596127976e-07,0.011000000857237902,0.0018918531159176643,0.007140000000000001,0.011680000347503407,0.038220000000000004,1.2048060897370784e-09,4.425506731000956e-07,0.011000000857295559,1.5240817999930282e-16,3.4400143884055986e-16,5.459300287086827e-16,8.575460031060715e-16,8.914640884037113e-16,9.05238977216171e-16,9.383995845007916e-16,9.608874176773095e-16,9.668212146302412e-16,1.2163645341976782e-16,-0.10137199950115333,-0.08184265347671774,-0.06721009607974734,-0.04757753880748515,-0.014181677732292397,-0.014549562263939065,-0.000917005203392448,-0.01234254715342582,-0.02376330329238219,-0.011788640670711711,-0.012156525202477864,-0.0015239681498485636,-0.009896788361242415,0.0007357690636909028,0.0003678845316916851,0.002759152499970956,0.0020233784999723736,0.001839434999973424,0.0016554914999750768,0.0005518304999919302,0.00036788699999457905,0.00018394349999726868,0.00018394349999716956,0.0009197174999857347,0.0005518304999913478,0.00036788699999418636,0.00018394349999708434,0.000551830499999049,0.0003678869999994245,0.00018394349999972714,-6.631027031123037,0.6300925617873059,0.9571565757243606,1.2842205989182596,0.6300925696117674,-0.024064492643561884,0.8917437474475991,0.05998375067322505,0.8073605793063544,-0.024064492650673838,-0.024064492651378847,0.6955053281188459,0.09968690030300319,0.6955053524723475,-0.024064492666515443,-0.024064492646398993
