,Timestep,P Feed In,P Feed Out,P DER,P Local Gen,P Local Dem,Q Feed In,Q Feed Out,Q Local Dem,FT,GT,Surplus,Spot,Shadow Price 0,Shadow Price 1,Shadow Price 2,Shadow Price 3,Shadow Price 4,Shadow Price 5,Shadow Price 6,Shadow Price 7,Shadow Price 8,Shadow Price 9,Shadow Price 10,Shadow Price 11,Shadow Price 12,Shadow Price 13,Shadow Price 14,Shadow Price 15,DER1,gP1,B1,DER2,gP2,B2,DER3,gP3,B3,DER4,gP4,B4,DER6,gP6,B6,DER7,gP7,B7,DER8,gP8,B8,DER11,gP11,B11,DER12,gP12,B12,DER13,gP13,B13,Balance N0,Balance N1,Balance N2,Balance N3,Balance N4,Balance N5,Balance N6,Balance N7,Balance N8,Balance N9,Balance N10,Balance N11,Balance N12,Balance N13,Balance N14,Balance N15
0,2013-11-01 00:00:00,1.6605873677488474e-10,0.06076400663785602,0.0067797363075,0.06799999857459002,0.004165080000000001,2.2385137320787356e-10,-2.853925764921932e-11,0.0020825400000000003,65.78295485777696,84.37182114222304,0.6479818165824435,75.077388,65.78062576118145,72.00234804070632,80.29946091063367,94.85320862458562,112.10448572372427,113.78227491689047,114.66029713604752,115.04660724211932,120.47732447705583,119.58538595244616,123.17659404503183,125.5183149422585,126.23049771483107,70.46275001525281,72.48486567860344,72.84608984889422,0.0,0.005999999385026579,0.0040000006041236835,0.0,0.005999999903973094,0.004000000074642393,0.0,0.005999999759206336,0.004000000245372235,0.0,0.0059999997080149485,0.0040000002910975906,0.0,0.005999999921942246,0.004000000078717113,0.0024485786550000003,0.009999999965251846,0.02000000004924369,0.0,0.005999999909462263,0.0040000000598946085,0.0,0.005999999816648772,0.004000000186659508,0.0043311576525,0.009999999982873651,0.02000000001510464,0.0,0.005999999957427639,0.0040000000474938145,-3.9970943694713053,0.3764182761973935,0.37641831033402,0.37641830081117206,0.3764182974437706,-0.018265436516451527,0.3764183115160421,0.8006098535610725,0.376418310695101,-0.018265431971505708,-0.018265432836687353,0.37641830458977144,0.9244470792206535,0.3764183138502934,-0.018265436487761837,-0.0182654343531352
1,2013-11-01 01:00:00,0.00793369144622531,1.3251747241206978e-10,0.006114559553749949,-0.008726928313709173,0.0034434975000000017,2.2002798477887085e-10,-4.3817070190192913e-11,0.0017217487500000008,44.81063089957695,63.39949718402305,0.1190537348742577,54.1050640418,63.39980108189332,66.79987536246452,69.66663703467997,78.03210857222683,89.9609558567112,90.95565922943058,91.7513417604708,92.46675201835271,93.81228244592316,93.93895549636476,96.13754196706914,97.59805907844525,98.11788611078876,65.66233965471126,67.31963012934368,67.1080859624591,0.0,4.3133107522186026e-10,0.004000000187362721,0.0,-8.56379212546648e-11,0.004000000159027316,0.0,-1.5538848279274227e-09,0.004000001823812071,0.0,-1.441015560145929e-09,0.004000001894982431,0.0,-2.5363814129389232e-09,0.00400000265424675,0.00207483727624995,-0.004697214487926189,0.02469721455196277,0.0,-0.0009234022088975136,0.0049234022213183164,0.0,-0.0014543191335337246,0.005454319352948012,0.0040397222774999995,-0.0016519875342668469,0.02165198754753112,0.0,1.841681771330599e-11,0.0040000000288524205,-3.4940999183370836,0.3618638331086314,0.36186383446952636,0.3618637318601166,0.36186373564860425,-0.03281990585884725,0.36186368027489857,0.6197971895440424,0.3033203238973513,-0.032819897773846265,-0.03281989944171822,0.26966029037907535,1.0612745165428945,0.36186384458284954,-0.032819905761598094,-0.03281990167819613
2,2013-11-01 02:00:00,0.09384964211306304,1.5805536731902236e-10,0.0051794656812498,-0.07350396561948162,0.003127927500000001,2.7528424145093515e-10,-2.107234774166702e-11,0.0015639637500000005,26.932266857776956,45.52113314222305,1.019627152568863,36.2267,45.524730399181834,56.3990349386538,64.50215117794451,76.28847281419827,88.79008796012019,90.40651339205668,91.48510764434135,91.95740890791163,93.81026942671244,93.2118463495234,95.65051608323877,97.59611986548136,98.11579544980485,58.35579171706735,63.6885718630204,65.14356258558738,0.0,-0.00999994545394134,0.013999945601032288,0.0,-0.006368075950720024,0.010368076147361304,0.0,-0.009008710263797633,0.013008712025541911,0.0,-0.005358866077969384,0.00935886790025285,0.0,-0.005945097342172419,0.00994509995117059,0.0017848978787499,-0.009999998521942123,0.03469721308881981,0.0,-0.0054776744913483215,0.010401076675692877,0.0,-0.005653749026308779,0.011108068422501605,0.0033945678024999,-0.009737950131929421,0.03138993767775099,0.0,-0.005953898572828303,0.009953898596163876,0.7783797297243855,-0.10287419143161791,0.06246568990843793,-0.05774857788665866,0.10840959846068132,-0.04231310882301964,0.08172152283256096,0.2363137438175254,0.044457465721197686,-0.04231309819245569,-0.0423131004206726,0.0027816864686855958,0.7630005424336358,0.08132101348772175,-0.042313108793427645,-0.0423131032814157
3,2013-11-01 03:00:00,0.08069349500924826,1.5941574726530483e-10,0.0042044783924998505,-0.05947059307747773,0.0029431799999999997,2.8509728940223783e-10,-1.9502273232010656e-11,0.0014715899999999998,28.655480899576954,47.24434718402304,1.0623209018411084,37.9499140418,47.24744016029694,56.84271461467444,64.50246245414101,76.29097823617543,88.78953669218734,90.40536564981757,91.48505886504806,91.95398091504633,93.81021598704851,93.20706188324803,95.64962263102585,97.59652873373108,98.115795270169,58.35575515443257,63.81556393752863,65.32184606342024,0.0,-0.0020000543844313603,0.015999999925172665,0.0,-0.005631923453860554,0.015999999638731444,0.0,-0.0029912853096827775,0.015999997269466024,0.0,-0.0066411306388822955,0.01599999846699019,0.0,-0.006054898729911953,0.015999998635878414,0.0018079366862499,-0.009999998531311841,0.04469721163495193,0.0,-0.005598919227053847,0.01599999586551823,0.0,-0.004767662086549682,0.015875730551354137,0.0023965417062499503,-0.00973861955848431,0.0411285572345134,0.0,-0.006046101371008081,0.01599999996166416,4.590940798967076,-0.2066421560061103,-0.21289879119394367,-0.20834966628700316,-0.21463733872535673,-0.051583622743477456,-0.21362745731434418,-0.16001072272522254,-0.22934765015009712,-0.05158360947003065,-0.05158361227863177,-0.23174865739881914,0.40683564372921927,-0.21361231397080405,-0.051583622782584056,-0.05158361578319817
4,2013-11-01 04:00:00,0.005480831245714309,1.2721166278806733e-10,0.00376233025874985,-0.003758830841052661,0.0029299500000000006,2.3510073967989933e-10,-4.149989190942723e-11,0.0014649750000000003,44.19380083687696,62.782667121323044,0.16037135883945097,53.4882339791,62.7828769311076,66.6649495100642,68.77701647975755,77.49829924480608,90.01309694960158,91.23449860805692,92.04195257158355,92.4671213463943,94.59721578481305,94.18334725509717,96.20205513231429,97.59871368186808,98.11726308790854,63.92889169373473,66.34660898686076,66.73900164010333,0.0,0.0011587868468904414,0.014841213106211313,0.0,8.801319544874326e-10,0.01599999857885406,0.0,4.430200769884431e-09,0.01599999255256646,0.0,3.371868626516087e-08,0.015999965092052364,0.0,1.404285989882695e-09,0.01599999719842652,0.0017726700324999,-0.0032446547004530662,0.04794186634942899,0.0,-3.5853681639387844e-10,0.015999996178272902,0.0,-0.00012423597475597835,0.01599996644013182,0.00198966022624995,-0.004062210514619466,0.04519076774721903,0.0,0.0025134432094087752,0.01348655675385461,4.935043144560213,-0.14615356335935473,-0.22516211528768074,-0.22061276749720668,-0.2268986011201799,-0.06384700100938642,-0.22589074850018295,-0.26468953432875675,-0.24161105201102318,-0.0638469842212235,-0.06384698783099653,-0.25181192866329316,0.26445159469003116,-0.06807449763211806,-0.06384700101012986,-0.06384699207258794
5,2013-11-01 05:00:00,0.0005000776297762503,-1.0155283126491165e-10,0.0044438281074999,0.0054603215696834104,0.0035043899999999987,2.2167788475638811e-10,-4.074103009827253e-11,0.0017521949999999994,49.402612836876955,67.99147912132304,0.46913011967463275,58.6970459791,67.99147456661264,66.66403362195442,69.06884249429149,77.82223514298781,90.2691429432035,91.55032310160041,92.32829147261445,92.46946488153068,95.3776240368405,94.71695719758992,96.51075609637064,97.72649248501855,98.11913818653504,63.926899272438945,63.628857948266635,62.89093241067286,0.0,-0.0011587866585650386,0.015999999750744773,0.0,-1.0501822388136014e-09,0.0159999997953069,0.0,-6.6675861366332925e-09,0.015999999509034447,0.0,-3.501659535667497e-08,0.015999999966887137,0.0,-2.6031385236883704e-09,0.01599999987272377,0.00202044190624995,0.005941866110807876,0.04200000022124149,0.0,-3.7220666957737886e-09,0.015999999902538302,0.0,-3.351456826222975e-08,0.01599999991817524,0.00242338620124995,0.003190767695440013,0.04200000004935432,0.0,-0.00251344321840152,0.015999999973263776,4.969044166911203,-0.24082575322040906,-0.24104676292821917,-0.23649779707331936,-0.24278555818723194,-0.07973157606781221,-0.24177550172850912,0.26079495246746687,-0.2574958813169257,-0.07973155544679454,-0.07973155992902585,-0.2676987836053082,0.6302816203327766,-0.25485178452778945,-0.07973157609922606,-0.07973156520011995
6,2013-11-01 06:00:00,1.6708735940188184e-10,0.028723814760633192,0.004772231704999951,0.038160272517883176,0.005518304999999999,1.8258861026285202e-10,-2.7661111134095703e-11,0.0027591524999999997,67.06557389957696,85.65444018402304,0.5828160647314726,76.3600070418,67.06447293068967,74.37681427878081,83.5778244851895,99.11302751554602,117.36829827728849,119.79875604704796,121.24298749778671,121.84173022068369,125.95921046447114,124.90227849682788,128.56339621532885,131.0763715549928,131.80906144124557,72.93017812832854,75.17813434223066,75.59132951198634,8.8992e-07,0.001999999483532262,0.014000000269316578,8.8992e-07,0.001999999848247362,0.013999999946692267,8.8992e-07,0.0020000006619251675,0.013999998816382959,8.8992e-07,0.002000001147404244,0.01399999874554443,8.8992e-07,0.0020000003273668463,0.013999999519520948,0.0019273339624999502,0.010000000006376627,0.03200000019704705,8.8992e-07,0.0020000164546825415,0.013999983413931041,8.8992e-07,0.00416025435221703,0.011839745571391882,0.0028377783825,0.009999999986782864,0.03200000005987974,8.8992e-07,0.0019999999741154638,0.01400000000051081,3.0426966806361997,-0.13130930773296848,-0.13153029298135266,-0.12698127255757968,-0.13326900111309387,-0.10440372232183595,-0.1322589996497469,1.036023170805433,-0.1479782976682366,-0.10440369690146592,-0.10440370228045778,-0.013305983953567413,1.466568312516688,-0.14533530613964502,-0.10440372235590253,-0.10440370919023918
7,2013-11-01 07:00:00,1.576720359335906e-10,0.08745934083241334,0.004742699533749901,0.09783972470764717,0.008142427499998496,1.0795454975234361e-10,-1.0825333085567566e-11,0.004071213749999248,73.34160881597695,91.93047510042304,0.5119491449835585,82.6360419582,73.33825647547035,79.06673771097614,87.24163140159605,101.7406476848343,118.91836077474352,121.28472009360841,122.67640345942226,123.25855384040636,126.0407275880871,125.52152460048092,128.88107229282443,131.07806922652455,131.80945435574682,77.16515264979057,79.05507505727195,79.34707615909909,1.3232805e-05,0.009999999542116162,0.0040000007186394215,1.3232805e-05,0.009999999793373064,0.004000000150830534,1.3232805e-05,0.009999998490909006,0.004000000285563468,1.3232805e-05,0.009999998527630644,0.004000000136029995,1.3232805e-05,0.009999999423039635,0.004000000067855467,0.00227046559999995,0.010000000007848621,0.022000000171339865,1.3232805e-05,0.00999998327991828,0.0040000000957056995,1.3232805e-05,0.007839745431060925,0.004000000143773273,0.00236637149374995,0.009999999986598309,0.022000000070564872,1.3232805e-05,0.00999999994424362,0.004000000056711272,-3.371418876943513,0.563233598533125,0.5630126317114841,0.5675615566148138,0.5612738307524006,-0.14421381641822917,0.5622838978834819,1.8961076288720822,0.5465634159566177,-0.14421378573355378,-0.14421379210731114,0.5228076522637679,2.333686340058223,0.5492076296177753,-0.14421381635389807,-0.1442138006114784
8,2013-11-01 08:00:00,9.247078718477909e-10,1.6558418701789153e-10,0.0037550480249999994,0.010488637332270274,0.0079171275,1.204697558593219e-10,-9.07673816126358e-12,0.00395856375,56.94168381597696,75.53055010042304,0.4494924790540684,66.2361169582,71.04849671183041,69.3860164084349,72.51392970010838,81.88537550409998,94.19336255356168,96.23315160478984,97.59701159419883,98.18848857595012,98.82418382780881,98.34933564877055,100.36194294551595,101.73495521345444,102.14628838168242,68.47551574453817,69.30612509579785,69.11994901978606,0.0001095102,-0.0038966553420757568,0.007896656066193266,0.0001095102,-5.717506387236922e-11,0.004000000303417556,0.0001095102,-1.197046537949437e-09,0.004000001501103894,0.0001095102,-5.953985346261161e-10,0.004000000664359675,0.0001095102,-5.752311791234354e-11,0.004000000125642672,0.0016085304112500001,0.009999999882477868,0.012000000271210827,0.0001095102,-3.381637033620897e-10,0.0040000004162647285,0.0001095102,-4.591019398572863e-10,0.004000000602521633,0.00127043601375,0.009999999919145974,0.012000000148828644,0.0001095102,-0.00561470465120198,0.00961470470868735,-3.3714188230089164,0.25666262888240504,0.5332931622571675,0.5378420061743425,0.5315543230581155,-0.18171381560473776,0.5325644284044366,2.683376254798464,0.5168439265384808,-0.1817137807710103,-0.18171378804443641,0.493088154253151,3.096933869900752,0.12057183927683823,-0.18171381547353552,-0.18171379749166033
9,2013-11-01 09:00:00,0.010415063264062314,1.372396819872594e-10,0.00518351073374985,-0.0024886405549887558,0.008143184999999997,1.068861297180395e-10,-1.1676987451988374e-11,0.004071592499999999,46.69050485777696,65.27937114222304,0.32422818805197184,55.984938,65.2797702044751,69.38912170413316,71.21272832807243,79.11411370981338,89.01397042667332,89.2937843484975,89.18878949972908,89.23053634060689,91.73813388242706,91.44896371235582,92.15081259030465,92.7270985949466,92.8698594633615,68.47996737304864,74.87163319362948,77.00144785728297,0.0003303435,0.0038966557315177597,0.004000000343538291,0.0003303435,-2.109588422450305e-11,0.004000000219812351,0.0003303435,6.536086752528698e-10,0.00400000083127582,0.0003303435,-7.917204409958814e-11,0.004000000750467375,0.0003303435,-6.508951574549194e-11,0.0040000001886362005,0.00125275627249995,-0.00600000006931593,0.018000000340443117,0.0003303435,-1.6687098080608408e-10,0.004000000561627736,0.0003303435,-1.855502678440798e-09,0.004000002461118502,0.0012880064612499,-0.005999999546655948,0.017999999754255,0.0003303435,0.0056147046389919296,0.004000000070556839,-2.691525895424833,0.497161151001542,0.5194188922797398,0.5239677802414734,0.5176800492894894,-0.2171528308685351,0.5186901555551148,2.338038254268862,0.5029696470448882,-0.2171527924562203,-0.21715280059711503,0.47921376452606934,2.753897027711534,0.47322419927593845,-0.21715283048264894,-0.21715281016347096
10,2013-11-01 10:00:00,0.03500468609523544,1.6248045994002475e-10,0.00734509784124995,-0.022737239786440468,0.008226165000000002,1.1536987828528648e-10,-4.581120223226748e-12,0.004113082500000001,38.59334785777695,57.182214142223046,0.6511136385138312,47.887781,57.18355582797127,62.51495317669204,65.57447969325561,73.36932915262733,82.98896140761366,83.27978165434328,83.37906558856758,83.5412070300402,86.85659178448448,86.64308231211957,88.79909129490318,90.45528141042959,90.99823574717794,64.96303011716239,70.92782668720376,72.67006089372342,0.000549496,-1.8069739634711402e-10,0.0040000005267776745,0.000549496,-9.733711498252793e-11,0.004000000324610035,0.000549496,-1.5189422394100504e-09,0.004000002348528273,0.000549496,-1.6107852349929838e-09,0.004000002599036828,0.000549496,-0.0017321190858910463,0.005732119269379934,0.0011801358525,-0.009999999858329322,0.028000000199119798,0.000549496,-9.096972385209265e-05,0.0040909701942795865,0.000549496,-0.0009141479655767141,0.004914150413938408,0.00176899398874995,-0.009999999991266608,0.027999999804539107,0.000549496,3.289524856728428e-11,0.004000000036671175,-0.6898334831485382,0.4972231848266957,0.5194809308717309,0.5240297375410284,0.5177420013371353,-0.24851292099777267,0.4197034712644429,1.8023269774612332,0.49782971892041034,-0.2485128795611602,-0.24851288839205998,0.4270015774595603,2.2518587454110826,0.47328624531507907,-0.2485129204317714,-0.24851289816143668
