,Iteration,Local,Global
0,0,2.747424364089966,0.015938282012939453
1,1,2.812365770339966,0.0
2,2,2.6095516681671143,0.0
3,3,2.531423330307007,0.015622854232788086
4,4,2.7658157348632812,0.01562643051147461
5,5,2.5551798343658447,0.0
6,6,2.625176191329956,0.0
7,7,2.687685251235962,0.0
8,8,2.750185489654541,0.015626907348632812
9,9,2.578299045562744,0.015629053115844727
10,10,2.627995014190674,0.01562809944152832
11,11,2.7056772708892822,0.015626907348632812
12,12,2.6251792907714844,0.01562643051147461
13,13,2.7970683574676514,0.0
14,14,2.7033073902130127,0.015634536743164062
15,15,2.7814314365386963,0.0
16,16,2.625182628631592,0.0
17,17,2.7192864418029785,0.015272855758666992
18,18,2.718935966491699,0.0
19,19,2.578319787979126,0.0
20,20,2.5782876014709473,0.015621662139892578
21,21,2.7345621585845947,0.0
22,22,2.5783023834228516,0.0
23,23,2.765814781188965,0.015625953674316406
24,24,2.6797842979431152,0.01562952995300293
25,25,2.781440258026123,0.015625476837158203
26,26,2.6436872482299805,0.0
27,27,2.7345643043518066,0.0
28,28,2.7369754314422607,0.01562786102294922
29,29,2.6408028602600098,0.015627622604370117
30,30,2.7668662071228027,0.0
31,31,2.6564321517944336,0.015624761581420898
32,32,2.6435134410858154,0.015316963195800781
33,33,2.828329563140869,0.01562190055847168
34,34,2.5807981491088867,0.015627622604370117
35,35,2.7658140659332275,0.0
36,36,2.609281063079834,0.0
37,37,2.656431198120117,0.0
38,38,2.8439624309539795,0.015607595443725586
39,39,2.643085241317749,0.0
40,40,2.718932628631592,0.01562976837158203
41,41,2.720409393310547,0.015627622604370117
42,42,2.77791166305542,0.01562666893005371
43,43,2.5314247608184814,0.0
44,44,2.718933343887329,0.015625953674316406
45,45,2.7189366817474365,0.0
46,46,2.6589572429656982,0.015625
47,47,2.5960731506347656,0.0
48,48,2.797064781188965,0.015628814697265625
49,49,2.5484659671783447,0.0
50,50,2.7970666885375977,0.015626192092895508
51,51,2.736953020095825,0.015625953674316406
52,52,2.7345633506774902,0.0
53,53,2.643249273300171,0.015625715255737305
54,54,2.6173152923583984,0.015629053115844727
55,55,2.8126916885375977,0.015625476837158203
56,56,2.625180721282959,0.0
57,57,2.6744585037231445,0.0
58,58,2.767545461654663,0.01562952995300293
59,59,2.656431198120117,0.0
60,60,2.783926010131836,0.0
61,61,2.626570463180542,0.0
62,62,2.797067403793335,0.015625715255737305
63,63,2.5626773834228516,0.0
64,64,2.689870834350586,0.015624046325683594
65,65,2.734579086303711,0.0156097412109375
66,66,2.627423048019409,0.015625
67,67,2.756855010986328,0.0156252384185791
68,68,2.609553575515747,0.015625953674316406
69,69,2.7358555793762207,0.015629053115844727
70,70,2.6108269691467285,0.0
71,71,2.6876683235168457,0.0
72,72,2.7384655475616455,0.0
73,73,2.6734883785247803,0.015624284744262695
74,74,2.6095545291900635,0.0
75,75,2.736738920211792,0.015617847442626953
76,76,2.5782930850982666,0.0
77,77,2.799438714981079,0.0
78,78,2.7501895427703857,0.015623331069946289
79,79,2.7518739700317383,0.015625953674316406
80,80,2.7970690727233887,0.015622854232788086
81,81,2.609555244445801,0.015622854232788086
82,82,2.812694787979126,0.015625715255737305
83,83,2.6276915073394775,0.015633344650268555
84,84,2.580580949783325,0.015628337860107422
85,85,2.890821695327759,0.015625
86,86,2.703308343887329,0.015628576278686523
87,87,3.2165913581848145,0.015626192092895508
88,88,2.6720619201660156,0.0
89,89,2.8598945140838623,0.015314340591430664
90,90,2.6274428367614746,0.0
91,91,2.609555959701538,0.015625476837158203
92,92,2.797064781188965,0.01562666893005371
93,93,2.6899068355560303,0.015625476837158203
94,94,2.718935012817383,0.0
95,95,2.7214341163635254,0.0
96,96,2.768519639968872,0.015420913696289062
97,97,2.578298330307007,0.0
98,98,2.765828847885132,0.01562047004699707
99,99,2.7526495456695557,0.0
100,100,2.6106953620910645,0.015626192092895508
101,101,2.750187397003174,0.015626907348632812
102,102,2.7662129402160645,0.0020439624786376953
103,103,2.56270432472229,0.0
104,104,2.812670946121216,0.0
105,105,2.643125057220459,0.015629291534423828
106,106,2.734560251235962,0.015628337860107422
107,107,2.7211966514587402,0.015627384185791016
108,108,2.610952854156494,0.015637636184692383
109,109,2.797051429748535,0.015628814697265625
110,110,2.6724536418914795,0.015627622604370117
111,111,2.5939273834228516,0.0
112,112,2.8439443111419678,0.0
113,113,2.6118528842926025,0.0
114,114,2.862679958343506,0.0
115,115,2.60955810546875,0.0
116,116,2.828315496444702,0.015624046325683594
117,117,2.6095571517944336,0.0
118,118,2.5961995124816895,0.0
119,119,2.797067403793335,0.0
120,120,2.612020969390869,0.01562643051147461
121,121,2.686746120452881,0.015614986419677734
122,122,2.656428575515747,0.0
123,123,2.7818973064422607,0.015178442001342773
124,124,2.658705234527588,0.015628576278686523
125,125,2.7382395267486572,0.015633106231689453
126,126,2.7501838207244873,0.0
127,127,2.6298470497131348,0.015627384185791016
128,128,2.640805959701538,0.0
129,129,2.752577543258667,0.0
130,130,2.6564295291900635,0.01562809944152832
131,131,2.6744909286499023,0.01562809944152832
132,132,2.7345592975616455,0.015624046325683594
133,133,2.7371225357055664,0.015375614166259766
134,134,2.6876795291900635,0.015624284744262695
135,135,2.737161159515381,0.0
136,136,2.734562397003174,0.0156252384185791
137,137,2.6438589096069336,0.0
138,138,2.6408066749572754,0.0
139,139,2.7684648036956787,0.015923738479614258
140,140,2.6558797359466553,0.0
141,141,2.750187397003174,0.01563262939453125
142,142,2.596238374710083,0.0
143,143,2.8283169269561768,0.015639305114746094
144,144,2.61183500289917,0.015626192092895508
145,145,2.5968918800354004,0.015628576278686523
146,146,2.9220757484436035,0.0
147,147,2.6078341007232666,0.015624284744262695
148,148,2.812690258026123,0.015634536743164062
149,149,2.640799045562744,0.0
150,150,2.861722469329834,0.0
151,151,2.582747459411621,0.015627622604370117
152,152,2.6876978874206543,0.0
153,153,2.8126766681671143,0.015627622604370117
154,154,2.625178813934326,0.0156252384185791
155,155,2.591278553009033,0.015622854232788086
156,156,2.765815496444702,0.0
157,157,2.66192626953125,0.0
158,158,2.797062635421753,0.015627384185791016
159,159,2.774320363998413,0.0
160,160,2.7155921459198,0.015628337860107422
161,161,2.7502055168151855,0.015614748001098633
162,162,2.656423807144165,0.015628337860107422
163,163,2.7994799613952637,0.0
164,164,2.652076005935669,0.0
165,165,2.6218745708465576,0.0
166,166,2.8921873569488525,0.0
167,167,2.593930959701538,0.015625953674316406
168,168,2.7524702548980713,0.015624523162841797
169,169,2.747670888900757,0.0
170,170,2.7658166885375977,0.0
171,171,2.656432867050171,0.015624523162841797
172,172,2.5808160305023193,0.0
173,173,2.859572410583496,0.01562643051147461
174,174,2.690216064453125,0.0
175,175,2.7745025157928467,0.0
176,176,2.7041525840759277,0.015626192092895508
177,177,2.859569549560547,0.015628814697265625
178,178,2.643240451812744,0.0
179,179,2.625182628631592,0.015624046325683594
180,180,2.8306148052215576,0.0
181,181,2.5470681190490723,0.0
182,182,2.7973010540008545,0.0
183,183,2.6739561557769775,0.015628576278686523
184,184,2.703312397003174,0.0
185,185,2.7970614433288574,0.015628337860107422
186,186,2.6430816650390625,0.0
187,187,2.8154807090759277,0.0156252384185791
188,188,2.734560966491699,0.01562666893005371
189,189,2.578300714492798,0.0
190,190,2.72125506401062,0.0
191,191,2.703312397003174,0.015624523162841797
192,192,2.6432039737701416,0.0
193,193,2.7636098861694336,0.0
194,194,2.7189364433288574,0.0
195,195,2.765815258026123,0.0
196,196,2.6120173931121826,0.015617847442626953
197,197,2.8462953567504883,0.0
198,198,2.672058582305908,0.0
199,199,2.564912796020508,0.015638351440429688
200,200,2.828306198120117,0.015624761581420898
201,201,2.5783045291900635,0.0
202,202,2.7658114433288574,0.0
203,203,2.7213408946990967,0.0
204,204,2.8439621925354004,0.015607595443725586
205,205,2.5805931091308594,0.0
206,206,2.628478527069092,0.0
207,207,2.7970714569091797,0.015623092651367188
208,208,2.636967420578003,0.006095409393310547
209,209,2.7859888076782227,0.0
210,210,2.749915361404419,0.0
211,211,2.6876866817474365,0.0
212,212,2.843946695327759,0.0
213,213,2.5841658115386963,0.0
214,214,2.859569549560547,0.015625715255737305
215,215,2.659945011138916,0.0
216,216,2.703310489654541,0.0
217,217,2.8035929203033447,0.0
218,218,2.7657971382141113,0.015625476837158203
219,219,2.5960540771484375,0.0
220,220,2.797065258026123,0.01564478874206543
221,221,2.73762845993042,0.0
222,222,2.808481216430664,0.0
223,223,2.579822540283203,0.015630483627319336
224,224,2.8283138275146484,0.015628337860107422
225,225,2.7033073902130127,0.0
226,226,2.643035888671875,0.1562650203704834
227,227,0.0,0.0
228,228,0.0,0.0
229,229,0.0,0.0
230,230,0.0,0.0
231,231,0.0,0.0
232,232,0.0,0.0
233,233,0.0,0.0
234,234,0.0,0.0
235,235,0.0,0.0
236,236,0.0,0.0
237,237,0.0,0.0
238,238,0.0,0.0
239,239,0.0,0.0
240,240,0.0,0.0
241,241,0.0,0.0
242,242,0.0,0.0
243,243,0.0,0.0
244,244,0.0,0.0
245,245,0.0,0.0
246,246,0.0,0.0
247,247,0.0,0.0
248,248,0.0,0.0
249,249,0.0,0.0
250,250,0.0,0.0
251,251,0.0,0.0
252,252,0.0,0.0
253,253,0.0,0.0
254,254,0.0,0.0
255,255,0.0,0.0
256,256,0.0,0.0
257,257,0.0,0.0
258,258,0.0,0.0
259,259,0.0,0.0
260,260,0.0,0.0
261,261,0.0,0.0
262,262,0.0,0.0
263,263,0.0,0.0
264,264,0.0,0.0
265,265,0.0,0.0
266,266,0.0,0.0
267,267,0.0,0.0
268,268,0.0,0.0
269,269,0.0,0.0
270,270,0.0,0.0
271,271,0.0,0.0
272,272,0.0,0.0
273,273,0.0,0.0
274,274,0.0,0.0
275,275,0.0,0.0
276,276,0.0,0.0
277,277,0.0,0.0
278,278,0.0,0.0
279,279,0.0,0.0
280,280,0.0,0.0
281,281,0.0,0.0
282,282,0.0,0.0
283,283,0.0,0.0
284,284,0.0,0.0
285,285,0.0,0.0
286,286,0.0,0.0
287,287,0.0,0.0
288,288,0.0,0.0
289,289,0.0,0.0
290,290,0.0,0.0
291,291,0.0,0.0
292,292,0.0,0.0
293,293,0.0,0.0
294,294,0.0,0.0
295,295,0.0,0.0
296,296,0.0,0.0
297,297,0.0,0.0
298,298,0.0,0.0
299,299,0.0,0.0
300,300,0.0,0.0
